"","pvalues","diffs","index","Gene_ID","bh","significant"
"1",0.000132657860399783,8.69762052034727,5193,"ENSG00000216937",9.03505601734731e-06,TRUE
"2",0.00042791073468038,8.22661833583632,376,"ENSG00000066279",9.03505601734731e-06,TRUE
"3",0.000507979914136725,3.69104867380605,1890,"ENSG00000124588",9.03505601734731e-06,TRUE
"4",0.000893431426553178,6.62502803505601,1827,"ENSG00000122786",9.03505601734731e-06,TRUE
"5",0.000963939668232454,6.20971869877027,2510,"ENSG00000138640",9.03505601734731e-06,TRUE
"6",0.000963939668232454,6.91278565289623,5037,"ENSG00000198791",9.03505601734731e-06,TRUE
"7",0.00103617939723671,8.97715180997581,1360,"ENSG00000112078",9.03505601734731e-06,TRUE
"8",0.00105041502668097,-6.94172338042696,2088,"ENSG00000131374",9.03505601734731e-06,TRUE
"9",0.00110586625162139,-7.00895705210696,3931,"ENSG00000167380",9.03505601734731e-06,TRUE
"10",0.00120985733856915,5.06097795515673,4641,"ENSG00000185477",9.03505601734731e-06,TRUE
"11",0.00135581997475642,9.29922352890655,4661,"ENSG00000185760",9.03505601734731e-06,TRUE
"12",0.00165627526597283,5.92192461015658,4492,"ENSG00000181381",9.03505601734731e-06,TRUE
"13",0.00234307129626729,5.95261648266479,2734,"ENSG00000143469",9.03505601734731e-06,TRUE
"14",0.00237891968850234,5.73837601669862,2417,"ENSG00000137492",9.03505601734731e-06,TRUE
"15",0.00239754672969306,5.7496318809912,335,"ENSG00000064012",9.03505601734731e-06,TRUE
"16",0.00265278166212354,4.48872237220615,2612,"ENSG00000140265",9.03505601734731e-06,TRUE
"17",0.00280143000125228,5.10723565470967,2518,"ENSG00000138674",9.03505601734731e-06,TRUE
"18",0.00280143000125228,-7.12866309544139,4923,"ENSG00000197415",9.03505601734731e-06,TRUE
"19",0.00285744180834688,6.11992080863382,3120,"ENSG00000151726",9.03505601734731e-06,TRUE
"20",0.00290747221236227,5.71176818794943,4051,"ENSG00000169895",9.03505601734731e-06,TRUE
"21",0.00303743741249306,6.17424337326332,1303,"ENSG00000111011",9.03505601734731e-06,TRUE
"22",0.00312004890809941,6.73980436208124,3829,"ENSG00000165895",9.03505601734731e-06,TRUE
"23",0.00315488296795472,4.64300380078212,5392,"ENSG00000251562",9.03505601734731e-06,TRUE
"24",0.00333032813961345,9.34534861656062,4983,"ENSG00000198231",9.03505601734731e-06,TRUE
"25",0.00351461533979549,3.84925337756497,3756,"ENSG00000164916",9.03505601734731e-06,TRUE
"26",0.00365184585451513,5.90319583184306,3914,"ENSG00000166913",9.03505601734731e-06,TRUE
"27",0.00365715304003407,3.87036236075375,1865,"ENSG00000124126",9.03505601734731e-06,TRUE
"28",0.00365883020746459,4.47295751527253,3381,"ENSG00000157240",9.03505601734731e-06,TRUE
"29",0.00366230661436139,7.27880713024515,5483,"ENSG00000272047",9.03505601734731e-06,TRUE
"30",0.00370813588366727,4.91527962681066,2191,"ENSG00000133805",9.03505601734731e-06,TRUE
"31",0.00370940526468086,4.35469543059801,617,"ENSG00000080371",9.03505601734731e-06,TRUE
"32",0.00391129538232792,6.65266569551069,598,"ENSG00000079263",9.03505601734731e-06,TRUE
"33",0.00407418989962334,8.46226545225952,1707,"ENSG00000119509",9.03505601734731e-06,TRUE
"34",0.00422230240241455,7.04770045044704,2002,"ENSG00000128708",9.03505601734731e-06,TRUE
"35",0.00422230240241455,4.86174949921521,4241,"ENSG00000173559",9.03505601734731e-06,TRUE
"36",0.00426981264882778,7.66609193973139,3795,"ENSG00000165309",9.03505601734731e-06,TRUE
"37",0.00460604646668958,5.31357867280792,4032,"ENSG00000169499",9.03505601734731e-06,TRUE
"38",0.00460663172135082,6.3585924772238,2450,"ENSG00000137831",9.03505601734731e-06,TRUE
"39",0.00504857207179532,6.89302071566475,4243,"ENSG00000173588",9.03505601734731e-06,TRUE
"40",0.00509313005564958,7.27554162551607,1635,"ENSG00000117505",9.03505601734731e-06,TRUE
"41",0.0051741051644642,4.34811243188017,5315,"ENSG00000237125",9.03505601734731e-06,TRUE
"42",0.0052549471081836,4.98483449033961,4444,"ENSG00000179542",9.03505601734731e-06,TRUE
"43",0.00576246165013102,7.34159534689247,3281,"ENSG00000154814",9.03505601734731e-06,TRUE
