"","pvalues","diffs","index","Gene_ID","bh","significant"
"1",0.000132657860399783,8.69762052034727,11426,"ENSG00000216937",3.76647834274953e-06,TRUE
"2",0.000254948209756765,12.907999348726,8456,"ENSG00000168564",3.76647834274953e-06,TRUE
"3",0.00042791073468038,8.22661833583632,755,"ENSG00000066279",3.76647834274953e-06,TRUE
"4",0.000507979914136725,3.69104867380605,3964,"ENSG00000124588",3.76647834274953e-06,TRUE
"5",0.000536647487366303,11.5546444633482,11585,"ENSG00000226869",3.76647834274953e-06,TRUE
"6",0.000804822079847455,4.6728087460344,9403,"ENSG00000177302",3.76647834274953e-06,TRUE
"7",0.000893431426553178,6.62502803505601,3818,"ENSG00000122786",3.76647834274953e-06,TRUE
"8",0.000916676289016461,3.81741335919457,6729,"ENSG00000153487",3.76647834274953e-06,TRUE
"9",0.000963939668232454,6.20971869877027,5315,"ENSG00000138640",3.76647834274953e-06,TRUE
"10",0.000963939668232454,6.91278565289623,10989,"ENSG00000198791",3.76647834274953e-06,TRUE
"11",0.000977337933853322,4.9834345187103,613,"ENSG00000058262",3.76647834274953e-06,TRUE
"12",0.00103617939723671,8.97715180997581,2830,"ENSG00000112078",3.76647834274953e-06,TRUE
"13",0.00105041502668097,-6.94172338042696,4412,"ENSG00000131374",3.76647834274953e-06,TRUE
"14",0.00105554191270709,13.6879986293733,7749,"ENSG00000164111",3.76647834274953e-06,TRUE
"15",0.00110586625162139,-7.00895705210696,8312,"ENSG00000167380",3.76647834274953e-06,TRUE
"16",0.00120985733856915,5.06097795515673,10107,"ENSG00000185477",3.76647834274953e-06,TRUE
"17",0.00135581997475642,9.29922352890655,10144,"ENSG00000185760",3.76647834274953e-06,TRUE
"18",0.00165627526597283,5.92192461015658,9710,"ENSG00000181381",3.76647834274953e-06,TRUE
"19",0.00166009787789108,4.24346308551328,3206,"ENSG00000115756",3.76647834274953e-06,TRUE
"20",0.00175301314217912,-10.935276920073,8061,"ENSG00000165807",3.76647834274953e-06,TRUE
"21",0.00181362277941143,-7.22138814831299,5070,"ENSG00000136928",3.76647834274953e-06,TRUE
"22",0.00183439773854987,9.07383517895035,57,"ENSG00000005020",3.76647834274953e-06,TRUE
"23",0.00184560718093393,8.00712867449133,12774,"ENSG00000260862",3.76647834274953e-06,TRUE
"24",0.00199571228044593,4.44472709619447,2450,"ENSG00000107738",3.76647834274953e-06,TRUE
"25",0.00215240650486799,7.35718550584417,1635,"ENSG00000099783",3.76647834274953e-06,TRUE
"26",0.00234307129626729,5.95261648266479,5799,"ENSG00000143469",3.76647834274953e-06,TRUE
"27",0.00237891968850234,5.73837601669862,5135,"ENSG00000137492",3.76647834274953e-06,TRUE
"28",0.00239754672969306,5.7496318809912,679,"ENSG00000064012",3.76647834274953e-06,TRUE
"29",0.00254277099369553,4.05375424051653,5580,"ENSG00000141012",3.76647834274953e-06,TRUE
"30",0.00265278166212354,4.48872237220615,5496,"ENSG00000140265",3.76647834274953e-06,TRUE
"31",0.00270475182810002,8.79517077785083,3808,"ENSG00000122705",3.76647834274953e-06,TRUE
"32",0.00280143000125228,5.10723565470967,5327,"ENSG00000138674",3.76647834274953e-06,TRUE
"33",0.00280143000125228,-7.12866309544139,10752,"ENSG00000197415",3.76647834274953e-06,TRUE
"34",0.00283501322942357,7.36684726685164,11665,"ENSG00000228878",3.76647834274953e-06,TRUE
"35",0.00285744180834688,6.11992080863382,6551,"ENSG00000151726",3.76647834274953e-06,TRUE
"36",0.0028683334517049,-8.24506322745551,7917,"ENSG00000164935",3.76647834274953e-06,TRUE
"37",0.00290747221236227,5.71176818794943,8622,"ENSG00000169895",3.76647834274953e-06,TRUE
"38",0.00303743741249306,6.17424337326332,2718,"ENSG00000111011",3.76647834274953e-06,TRUE
"39",0.00312004890809941,6.73980436208124,8071,"ENSG00000165895",3.76647834274953e-06,TRUE
"40",0.00312190832061983,5.78029559654146,2938,"ENSG00000113108",3.76647834274953e-06,TRUE
"41",0.00315488296795472,4.64300380078212,12445,"ENSG00000251562",3.76647834274953e-06,TRUE
"42",0.00317899204026964,-8.78581073513354,10757,"ENSG00000197448",3.76647834274953e-06,TRUE
"43",0.00323441885915302,3.78143264386078,2349,"ENSG00000106479",3.76647834274953e-06,TRUE
"44",0.00327801682593579,-8.411588593256,1221,"ENSG00000082146",3.76647834274953e-06,TRUE
