"","pvalues","diffs","index","Gene_ID","bh","significant"
"1",0.000132657860399783,8.69762052034727,7992,"ENSG00000216937",5.68892934349755e-06,TRUE
"2",0.00042791073468038,8.22661833583632,563,"ENSG00000066279",5.68892934349755e-06,TRUE
"3",0.000507979914136725,3.69104867380605,2853,"ENSG00000124588",5.68892934349755e-06,TRUE
"4",0.000536647487366303,11.5546444633482,8063,"ENSG00000226869",5.68892934349755e-06,TRUE
"5",0.000804822079847455,4.6728087460344,6666,"ENSG00000177302",5.68892934349755e-06,TRUE
"6",0.000893431426553178,6.62502803505601,2754,"ENSG00000122786",5.68892934349755e-06,TRUE
"7",0.000916676289016461,3.81741335919457,4852,"ENSG00000153487",5.68892934349755e-06,TRUE
"8",0.000963939668232454,6.20971869877027,3811,"ENSG00000138640",5.68892934349755e-06,TRUE
"9",0.000963939668232454,6.91278565289623,7731,"ENSG00000198791",5.68892934349755e-06,TRUE
"10",0.00103617939723671,8.97715180997581,2056,"ENSG00000112078",5.68892934349755e-06,TRUE
"11",0.00105041502668097,-6.94172338042696,3166,"ENSG00000131374",5.68892934349755e-06,TRUE
"12",0.00105554191270709,13.6879986293733,5575,"ENSG00000164111",5.68892934349755e-06,TRUE
"13",0.00110586625162139,-7.00895705210696,5950,"ENSG00000167380",5.68892934349755e-06,TRUE
"14",0.00120985733856915,5.06097795515673,7131,"ENSG00000185477",5.68892934349755e-06,TRUE
"15",0.00135581997475642,9.29922352890655,7159,"ENSG00000185760",5.68892934349755e-06,TRUE
"16",0.00165627526597283,5.92192461015658,6874,"ENSG00000181381",5.68892934349755e-06,TRUE
"17",0.00181362277941143,-7.22138814831299,3640,"ENSG00000136928",5.68892934349755e-06,TRUE
"18",0.00183439773854987,9.07383517895035,44,"ENSG00000005020",5.68892934349755e-06,TRUE
"19",0.00215240650486799,7.35718550584417,1238,"ENSG00000099783",5.68892934349755e-06,TRUE
"20",0.00234307129626729,5.95261648266479,4149,"ENSG00000143469",5.68892934349755e-06,TRUE
"21",0.00237891968850234,5.73837601669862,3678,"ENSG00000137492",5.68892934349755e-06,TRUE
"22",0.00239754672969306,5.7496318809912,507,"ENSG00000064012",5.68892934349755e-06,TRUE
"23",0.00254277099369553,4.05375424051653,4007,"ENSG00000141012",5.68892934349755e-06,TRUE
"24",0.00265278166212354,4.48872237220615,3948,"ENSG00000140265",5.68892934349755e-06,TRUE
"25",0.00280143000125228,5.10723565470967,3822,"ENSG00000138674",5.68892934349755e-06,TRUE
"26",0.00280143000125228,-7.12866309544139,7561,"ENSG00000197415",5.68892934349755e-06,TRUE
"27",0.00285744180834688,6.11992080863382,4709,"ENSG00000151726",5.68892934349755e-06,TRUE
"28",0.00290747221236227,5.71176818794943,6155,"ENSG00000169895",5.68892934349755e-06,TRUE
"29",0.00303743741249306,6.17424337326332,1973,"ENSG00000111011",5.68892934349755e-06,TRUE
"30",0.00312004890809941,6.73980436208124,5796,"ENSG00000165895",5.68892934349755e-06,TRUE
"31",0.00315488296795472,4.64300380078212,8451,"ENSG00000251562",5.68892934349755e-06,TRUE
"32",0.00317899204026964,-8.78581073513354,7564,"ENSG00000197448",5.68892934349755e-06,TRUE
"33",0.00323441885915302,3.78143264386078,1704,"ENSG00000106479",5.68892934349755e-06,TRUE
"34",0.00333032813961345,9.34534861656062,7654,"ENSG00000198231",5.68892934349755e-06,TRUE
"35",0.00343925836152565,7.95498649938835,6779,"ENSG00000179344",5.68892934349755e-06,TRUE
"36",0.00347633760148205,9.18414681068918,2066,"ENSG00000112175",5.68892934349755e-06,TRUE
"37",0.00351461533979549,3.84925337756497,5690,"ENSG00000164916",5.68892934349755e-06,TRUE
"38",0.00361822948909285,-9.27792680749602,8773,"ENSG00000280025",5.68892934349755e-06,TRUE
"39",0.00365184585451513,5.90319583184306,5915,"ENSG00000166913",5.68892934349755e-06,TRUE
"40",0.00365715304003407,3.87036236075375,2814,"ENSG00000124126",5.68892934349755e-06,TRUE
"41",0.00365883020746459,4.47295751527253,5091,"ENSG00000157240",5.68892934349755e-06,TRUE
"42",0.00366230661436139,7.27880713024515,8694,"ENSG00000272047",5.68892934349755e-06,TRUE
"43",0.00370813588366727,4.91527962681066,3331,"ENSG00000133805",5.68892934349755e-06,TRUE
"44",0.00370940526468086,4.35469543059801,887,"ENSG00000080371",5.68892934349755e-06,TRUE
"45",0.00372404893235674,5.37287110141187,4005,"ENSG00000140950",5.68892934349755e-06,TRUE
"46",0.00386178521071996,-8.70172386019786,8535,"ENSG00000259091",5.68892934349755e-06,TRUE
"47",0.00386215226633643,3.50218698780044,3439,"ENSG00000134905",5.68892934349755e-06,TRUE
"48",0.00390863521926859,4.27520999162883,3310,"ENSG00000133466",5.68892934349755e-06,TRUE
"49",0.00391129538232792,6.65266569551069,864,"ENSG00000079263",5.68892934349755e-06,TRUE
"50",0.00398790472542584,8.63112734052299,1010,"ENSG00000085721",5.68892934349755e-06,TRUE
