"","pvalues","diffs","index","Gene_ID","bh","significant"
"1",0.000963939668232454,6.20971869877027,470,"ENSG00000138640",4.95540138751239e-05,TRUE
"2",0.000963939668232454,6.91278565289623,927,"ENSG00000198791",4.95540138751239e-05,TRUE
"3",0.00105041502668097,-6.94172338042696,394,"ENSG00000131374",4.95540138751239e-05,TRUE
"4",0.00234307129626729,5.95261648266479,505,"ENSG00000143469",4.95540138751239e-05,TRUE
"5",0.00366230661436139,7.27880713024515,999,"ENSG00000272047",4.95540138751239e-05,TRUE
"6",0.00426981264882778,7.66609193973139,700,"ENSG00000165309",4.95540138751239e-05,TRUE
"7",0.00460663172135082,6.3585924772238,455,"ENSG00000137831",4.95540138751239e-05,TRUE
"8",0.00509313005564958,7.27554162551607,310,"ENSG00000117505",4.95540138751239e-05,TRUE
"9",0.0062078033545699,-4.71108452310491,475,"ENSG00000138759",4.95540138751239e-05,TRUE
"10",0.00651878035211835,4.87517016040827,845,"ENSG00000185658",4.95540138751239e-05,TRUE
"11",0.00735839762000748,5.72426828698101,766,"ENSG00000172845",4.95540138751239e-05,TRUE
"12",0.0077205556691931,3.98889859670157,526,"ENSG00000145012",4.95540138751239e-05,TRUE
"13",0.0077205556691931,-4.5945844424504,528,"ENSG00000145362",4.95540138751239e-05,TRUE
"14",0.0077205556691931,7.32967756812309,678,"ENSG00000164134",4.95540138751239e-05,TRUE
"15",0.00790755759952373,2.66985020007948,984,"ENSG00000245532",4.95540138751239e-05,TRUE
"16",0.00869678638369657,4.53105464056321,517,"ENSG00000144426",4.95540138751239e-05,TRUE
"17",0.0097818897633397,4.74241972596498,214,"ENSG00000105855",4.95540138751239e-05,TRUE
"18",0.0097818897633397,-5.75433306585943,597,"ENSG00000153707",4.95540138751239e-05,TRUE
"19",0.0112421152986059,4.57472753142384,546,"ENSG00000147364",4.95540138751239e-05,TRUE
"20",0.0115034665933628,7.17084888871588,511,"ENSG00000144036",4.95540138751239e-05,TRUE
